WT	Climate	NEE	WT	Climate	CH4	WT	Climate	N2O
			-51.68777429	2	0.035620438			
			-52	2	0.018161672			
			-52	2	0.018161672			
			-52	1	-0.0007			
			-52	2	0.07134515			
			-52.10863734	2	-0.001856531			
			-52.3	2	0.067959884			
			-52.3	2	0.01756055			
			-52.67566332	2	-0.000301927			
			-52.67566332	2	-0.000610278			
			-52.67566332	2	-0.001201285			
			-52.8673428	2	0.037956204			
			-53	2	0.009873275			
			-53.4	2	0.184846475			
			-53.4	2	0.014119918			
			-53.5	2	0.00036			
			-55	2	0.003			
			-55	2	0.01316013			
			-56	2	0.0015			
			-56	3	6.52174E-05			
			-56.3	2	0.504512753			
			-56.5	2	-0.00193			
			-56.58914729	2	0.01328942			
			-57	2	0.027			
			-57	2	-0.001969923			
			-58	2	0.002325			
			-58	2	0.00092			
			-58	2	0.00005			
			-58.23834197	1	0.009957939			
			-58.71939655	2	0.028613139			
			-59.1	2	0.010436664			
			-59.14285714	2	0.28			
			-59.48051948	1	0.089			
			-60	2	0.021			
			-60	2	-0.001969923			
			-60.12584968	2	0.001503728			
			-60.2	3	-0.001514			
			-61.11111111	2	-0.00470158			
			-61.4	2	-0.0021			
			-61.8	2	0.0003			
			-62.3	2	0.092827352			
			-62.3	2	0.013408063			
			-62.9	2	0.13690457			
			-63.10077519	2	0.02562824			
			-65	2	0.0584			
			-65	2	0.033			
			-65	2	-0.00714097			
			-66	2	0.000825			
			-66.44	1	-0.00015			
			-67	1	0.0051			
			-67	1	-0.0003			
			-69	3	0.0310275			
			-70	2	0.024			
			-70	2	0.004924807			
			-70	1	-0.0006805			
			-70.55	1	-0.0012			
			-72	1	-0.0006			
			-72	1	-0.0011			
			-72.55	1	0.021			
			-73	2	0.006			
			-74	2	0.016			
			-75	3	0.0310125			
			-75	1	-0.000829			
			-75.2777775	2	0.01328942			
			-76	1	-0.0001037			
			-76.7	2	0.00015			
			-78.71595331	2	0.00075			
			-78.71595331	2	-0.0001			
			-78.71595331	2	-0.0003			
			-79	2	-0.00024624			
			-80	2	0.02835			
			-80	2	0.00224			
			-80	2	0.0003			
			-80	2	-0.000714286			
			-80	2	-0.001071429			
			-80	2	-0.00176			
			-81	1	0.001477442			
			-81.06212554	2	-0.0001606			
			-81.06212554	2	-0.000211991			
			-81.06212554	2	-0.000224839			
			-81.06212554	2	-0.000276231			
			-81.06212554	2	-0.000507495			
			-81.7	2	0.01091657			
			-81.7	2	0.009077769			
			-82.7	2	0.013826153			
			-82.7	2	0.011053596			
			-83.02	1	0.000225			
			-85.43	1	-0.000225			
			-92.49	2	0.023			
			-97.8	2	-0.533330686			
